site,point,species,n.ind
boer2,1,Crotophaga ani,1
boer2,1,Guira guira,1
boer2,1,Columbina picui,1
boer2,1,Pitangus sulphuratus,1
boer2,1,Patagioenas maculosa,1
boer2,1,Anthus lutescens,1
boer2,1,Buteogallus meridionalis,1
boer2,1,Zenaida auriculata,1
boer2,1,Thraupis sayaca,1
boer2,2,Patagioenas picazuro,1
boer2,2,Guira guira,1
boer2,2,Sicalis flaveola,1
boer2,2,Ortalis canicollis,1
boer2,2,Buteogallus meridionalis,1
boer2,2,Poospiza melanoleuca,1
boer2,2,Zonotrichia capensis,1
boer2,2,Turdus amaurochalinus,1
boer2,2,Pitangus sulphuratus,1
boer2,2,Nothoprocta cinerascens,1
boer2,2,Saltator aurantiirostris,1
boer2,2,Molothrus bonariensis,1
boer2,2,Zenaida auriculata,1
boer2,3,Guira guira,1
boer2,3,Ammodramus humeralis,1
boer2,3,Thectocercus acuticaudatus,1
boer2,3,Columbina picui,1
boer2,3,Turdus amaurochalinus,1
boer2,3,Nothura maculosa,1
boer2,3,Ortalis canicollis,1
boer2,3,Zenaida auriculata,1
boer2,3,Patagioenas maculosa,1
boer2,3,Icterus pyrrhopterus,1
boer2,3,Suiriri suiriri,1
boer2,3,Taraba major,1
boer2,3,Coryphistera alaudina,1
boer2,3,Zonotrichia capensis,1
boer2,3,Troglodytes aedon,1
boer2,3,Pitangus sulphuratus,1
boer2,4,Embernagra platensis,1
boer2,4,Pitangus sulphuratus,1
boer2,4,Columbina picui,1
boer2,4,Ortalis canicollis,1
boer2,4,Patagioenas picazuro,1
boer2,4,Patagioenas maculosa,1
boer2,4,Zenaida auriculata,1
boer2,4,Pipraeidea bonariensis,1
boer2,4,Thamnophilus caerulescens,1
boer2,4,Sicalis luteola,1
boer2,4,Casiornis rufus,1
boer2,4,Rupornis magnirostris,1
boer2,5,Sicalis luteola,1
boer2,5,Volatinia jacarina,1
boer2,5,Buteogallus meridionalis,1
boer2,5,Pitangus sulphuratus,1
boer2,5,Agelaioides badius,1
boer2,5,Columbina picui,1
boer2,5,Zonotrichia capensis,1
boer2,5,Pipraeidea bonariensis,1
boer2,5,Patagioenas picazuro,1
boer2,5,Xolmis irupero,1
boer2,5,Nothoprocta cinerascens,1
boer2,5,Lepidocolaptes angustirostris,1
boer2,5,Schoeniophylax phryganophilus,1
boer2,5,Machetornis rixosa,1
boer2,5,Nystalus maculatus,1
boer2,5,Melanopareia maximiliani,1
boer2,5,Synallaxis frontalis,1
boer2,5,Sicalis flaveola,1
boer2,5,Amazona aestiva,1
boer2,5,Chlorostilbon lucidus,1
boer2,5,Cathartes aura,1
boer2,6,Zenaida auriculata,1
boer2,6,Molothrus rufoaxillaris,1
boer2,6,Syrigma sibilatrix,1
boer2,6,Xolmis irupero,1
boer2,6,Falco femoralis,1
boer2,6,Myiopsitta monachus,1
boer2,6,Tapera naevia,1
boer2,6,Coryphistera alaudina,1
boer2,6,Crypturellus tataupa,1
boer2,6,Turdus rufiventris,1
boer2,6,Thraupis sayaca,1
boer2,6,Troglodytes aedon,1
boer2,7,Synallaxis frontalis,1
boer2,7,Nystalus maculatus,1
boer2,7,Turdus amaurochalinus,1
boer2,7,Pitangus sulphuratus,1
boer2,7,Columbina picui,1
boer2,7,Pipraeidea bonariensis,1
boer2,7,Patagioenas picazuro,1
boer2,8,Hemitriccus margaritaceiventer,1
boer2,8,Amazona aestiva,1
boer2,8,Turdus amaurochalinus,1
boer2,8,Pitangus sulphuratus,1
boer2,8,Nothoprocta cinerascens,1
boer2,8,Molothrus rufoaxillaris,1
boer2,8,Asthenes baeri,1
boer2,8,Saltator aurantiirostris,1
boer2,8,Columbina picui,1
boer2,8,Furnarius cristatus,1
boer2,8,Lepidocolaptes angustirostris,1
boer2,8,Setophaga pitiayumi,1
boer2,9,Saltator aurantiirostris,1
boer2,9,Pitangus sulphuratus,1
boer2,9,Nystalus maculatus,1
boer2,9,Columbina picui,1
boer2,9,Sicalis flaveola,1
boer2,9,Xolmis irupero,1
boer2,9,Patagioenas picazuro,1
boer2,9,Schoeniophylax phryganophilus,1
Brete,1,Zenaida auriculata,1
Brete,1,Columbina picui,1
Brete,1,Myiopsitta monachus,4
Brete,1,Saltatricula multicolor,1
Brete,1,Zonotrichia capensis,1
Brete,1,Asthenes baeri,1
Brete,1,Pseudoseisura lophotes,2
Brete,1,Saltator aurantiirostris,1
Brete,1,Serpophaga subcristata,1
Brete,1,Crypturellus tataupa,1
Brete,2,Zonotrichia capensis,2
Brete,2,Fluvicola pica,2
Brete,2,Asthenes baeri,1
Brete,2,Nothoprocta cinerascens,1
Brete,2,Stigmatura budytoides,2
Brete,2,Hylocharis chrysura,1
Brete,2,Lepidocolaptes angustirostris,1
Brete,2,Furnarius cristatus,1
Brete,2,Amazona aestiva,2
Brete,3,Zonotrichia capensis,1
Brete,3,Asthenes baeri,2
Brete,3,Serpophaga subcristata,1
Brete,3,Knipolegus striaticeps,2
Brete,4,Fluvicola pica,2
Brete,4,Pseudoseisura lophotes,1
Brete,4,Stigmatura budytoides,2
Brete,4,Furnarius rufus,1
Brete,4,Melanerpes cactorum,1
Brete,4,Setophaga pitiayumi,1
Brete,4,Polioptila dumicola,1
Brete,4,Amazona aestiva,2
Brete,4,Columbina talpacoti,1
Brete,5,Coragyps atratus,2
Brete,5,Zonotrichia capensis,1
Brete,5,Fluvicola pica,2
Brete,5,Hylocharis chrysura,1
Brete,5,Furnarius cristatus,1
Brete,5,Phacellodomus rufifrons,2
Brete,5,Ortalis canicollis,1
Brete,5,Sublegatus modestus,1
Brete,6,Zenaida auriculata,2
Brete,6,Myiopsitta monachus,3
Brete,6,Saltatricula multicolor,1
Brete,6,Serpophaga subcristata,1
Brete,6,Columbina talpacoti,1
Brete,6,Crypturellus tataupa,1
brito1,1,Zenaida auriculata,1
brito1,1,Columbina picui,1
brito1,1,Alopochelidon fucata,1
brito1,1,Tachycineta meyeni,1
brito1,1,Coryphospingus cucullatus,1
brito1,1,Molothrus bonariensis,1
brito1,1,Serpophaga subcristata,1
brito1,1,Anthus lutescens,1
brito1,1,Troglodytes aedon,1
brito1,1,Myiopsitta monachus,1
brito1,1,Guira guira,1
brito1,2,Anthus lutescens,1
brito1,2,Zenaida auriculata,1
brito1,2,Myiopsitta monachus,1
brito1,2,Agelaioides badius,1
brito1,2,Vanellus chilensis,1
brito1,2,Embernagra platensis,1
brito1,2,Columbina picui,1
brito1,3,Anthus lutescens,1
brito1,3,Zenaida auriculata,1
brito1,3,Myiopsitta monachus,1
brito1,3,Syrigma sibilatrix,1
brito1,3,Caracara plancus,1
brito1,3,Molothrus bonariensis,1
brito1,3,Sturnella superciliaris,1
brito1,4,NA,0
brito1,5,Zenaida auriculata,1
brito1,5,Caracara plancus,1
brito1,5,Sturnella superciliaris,1
brito1,5,Molothrus bonariensis,1
brito1,5,Columbina picui,1
brito1,5,Myiopsitta monachus,1
brito1,5,Agelaioides badius,1
brito1,6,Sturnella superciliaris,1
brito1,6,Molothrus bonariensis,1
brito1,6,Zenaida auriculata,1
brito1,6,Myiopsitta monachus,1
brito1,6,Leptotila verreauxi,1
brito1,7,Guira guira,1
brito1,7,Coryphospingus cucullatus,1
brito1,7,Zenaida auriculata,1
brito1,7,Columbina picui,1
brito1,7,Molothrus bonariensis,1
brito1,7,Taraba major,1
brito1,7,Troglodytes aedon,1
brito1,7,Furnarius rufus,1
brito1,7,Myiopsitta monachus,1
brito1,7,Zonotrichia capensis,1
brito1,7,Embernagra platensis,1
brito1,7,Cacicus solitarius,1
brito1,8,Geranoaetus albicaudatus,1
brito1,8,Myiopsitta monachus,1
brito1,8,Zenaida auriculata,1
brito1,8,Molothrus bonariensis,1
brito1,8,Columbina picui,1
brito1,8,Caracara plancus,1
brito1,8,Troglodytes aedon,1
brito1,8,Embernagra platensis,1
brito1,8,Coragyps atratus,1
brito1,9,Zenaida auriculata,1
brito1,9,Columbina picui,1
brito1,9,Molothrus bonariensis,1
brito1,9,Myiopsitta monachus,1
brito1,9,Coragyps atratus,1
brito1,9,Alopochelidon fucata,1
brito2,1,Vanellus chilensis,1
brito2,1,Syrigma sibilatrix,1
brito2,1,Myiopsitta monachus,1
brito2,1,Molothrus bonariensis,1
brito2,1,Columbina picui,1
brito2,1,Zenaida auriculata,1
brito2,1,Paroaria coronata,1
brito2,1,Caracara plancus,1
brito2,2,Anthus lutescens,1
brito2,2,Vanellus chilensis,1
brito2,3,Embernagra platensis,1
brito2,3,Myiopsitta monachus,1
brito2,3,Columbina picui,1
brito2,3,Zenaida auriculata,1
brito2,3,Troglodytes aedon,1
brito2,3,Sicalis flaveola,1
brito2,4,Athene cunicularia,1
brito2,4,Molothrus rufoaxillaris,1
brito2,4,Vanellus chilensis,1
brito2,4,Pitangus sulphuratus,1
brito2,4,Myiopsitta monachus,1
brito2,4,Xolmis irupero,1
brito2,4,Zenaida auriculata,1
brito2,4,Columbina picui,1
brito2,4,Patagioenas maculosa,1
brito2,5,Anthus lutescens,1
brito2,5,Vanellus chilensis,1
brito2,5,Zenaida auriculata,1
brito2,6,Columbina picui,1
brito2,6,Zenaida auriculata,1
brito2,6,Troglodytes aedon,1
brito2,6,Molothrus bonariensis,1
brito2,6,Coragyps atratus,1
brito2,6,Taraba major,1
brito2,6,Patagioenas maculosa,1
brito2,6,Cacicus solitarius,1
brito2,6,Rupornis magnirostris,1
brito2,7,Ammodramus humeralis,1
brito2,7,Molothrus rufoaxillaris,1
brito2,7,Molothrus bonariensis,1
brito2,7,Pipraeidea bonariensis,1
brito2,7,Coragyps atratus,1
brito2,7,Coryphospingus cucullatus,1
brito2,7,Zenaida auriculata,1
brito2,7,Guira guira,1
brito2,7,Falco sparverius,1
brito2,7,Pitangus sulphuratus,1
brito2,7,Machetornis rixosa,1
brito2,7,Mimus saturninus,1
brito2,7,Cacicus solitarius,1
brito2,7,Caracara plancus,1
brito2,7,Myiopsitta monachus,1
brito2,7,Troglodytes aedon,1
brito2,7,Agelaioides badius,1
brito2,7,Saltatricula multicolor,1
brito2,7,Icterus pyrrhopterus,1
brito2,7,Xolmis rubetra,1
brito2,8,Icterus pyrrhopterus,1
brito2,8,Molothrus rufoaxillaris,1
brito2,8,Embernagra platensis,1
brito2,8,Columbina picui,1
brito2,8,Zenaida auriculata,1
brito2,8,Xolmis irupero,1
brito2,8,Molothrus bonariensis,1
brito2,8,Zonotrichia capensis,1
brito2,8,Guira guira,1
brito2,9,Zenaida auriculata,1
brito2,9,Guira guira,1
brito2,9,Embernagra platensis,1
brito2,9,Molothrus bonariensis,1
brito2,9,Myiopsitta monachus,1
brito2,9,Troglodytes aedon,1
brito2,9,Patagioenas maculosa,1
brito3,1,Myiopsitta monachus,1
brito3,1,Serpophaga subcristata,1
brito3,2,Troglodytes aedon,1
brito3,2,Myiopsitta monachus,1
brito3,2,Serpophaga subcristata,1
brito3,2,Zenaida auriculata,1
brito3,3,Coryphospingus cucullatus,1
brito3,3,Myiopsitta monachus,1
brito3,3,Xolmis irupero,1
brito3,3,Zenaida auriculata,1
brito3,3,Coryphistera alaudina,1
brito3,3,Caracara plancus,1
brito3,3,Suiriri suiriri,1
brito3,4,Myiopsitta monachus,1
brito3,4,Tachycineta meyeni,1
brito3,4,Zenaida auriculata,1
brito3,4,Troglodytes aedon,1
brito3,4,Serpophaga subcristata,1
brito3,4,Pitangus sulphuratus,1
brito3,4,Falco femoralis,1
brito3,5,Zenaida auriculata,1
brito3,5,Tachycineta meyeni,1
brito3,5,Myiopsitta monachus,1
brito3,5,Troglodytes aedon,1
brito3,5,Serpophaga subcristata,1
brito3,5,Patagioenas maculosa,1
brito3,5,Paroaria coronata,1
brito3,5,Columbina picui,1
brito3,6,Myiopsitta monachus,1
brito3,6,Caracara plancus,1
brito3,6,Tachycineta meyeni,1
brito3,6,Patagioenas maculosa,1
brito3,7,Zenaida auriculata,1
brito3,7,Chunga burmeisteri,1
brito3,7,Myiopsitta monachus,1
brito3,7,Geranoaetus melanoleucus,1
brito3,7,Pitangus sulphuratus,1
brito3,7,Polioptila dumicola,1
brito3,7,Troglodytes aedon,1
brito3,7,Hemitriccus margaritaceiventer,1
brito3,7,Vanellus chilensis,1
brito3,7,Furnarius rufus,1
brito3,8,Pitangus sulphuratus,1
brito3,8,Myiopsitta monachus,1
brito3,8,Zenaida auriculata,1
brito3,8,Chunga burmeisteri,1
brito3,8,Troglodytes aedon,1
brito3,8,Hemitriccus margaritaceiventer,1
brito3,8,Zonotrichia capensis,1
brito3,8,Serpophaga subcristata,1
brito3,8,Taraba major,1
brito3,9,Serpophaga subcristata,1
brito3,9,Myiopsitta monachus,1
brito3,9,Pitangus sulphuratus,1
brito3,9,Zenaida auriculata,1
brito3,9,Xolmis irupero,1
brito3,9,Caracara plancus,1
brito4,1,Campylorhamphus trochilirostris,1
brito4,1,Falco sparverius,1
brito4,1,Buteogallus meridionalis,1
brito4,1,Lepidocolaptes angustirostris,1
brito4,1,Myiopsitta monachus,1
brito4,1,Patagioenas picazuro,1
brito4,1,Suiriri suiriri,1
brito4,1,Xolmis irupero,1
brito4,1,Zenaida auriculata,1
brito4,2,Drymornis bridgesii,1
brito4,2,Myiopsitta monachus,1
brito4,2,Pseudoseisura lophotes,1
brito4,2,Saltatricula multicolor,1
brito4,2,Theristicus caudatus,1
brito4,3,Coryphistera alaudina,1
brito4,3,Coryphospingus cucullatus,1
brito4,3,Melanerpes cactorum,1
brito4,3,Myiopsitta monachus,1
brito4,3,Patagioenas maculosa,1
brito4,3,Pseudoseisura lophotes,1
brito4,3,Saltator aurantiirostris,1
brito4,3,Thamnophilus caerulescens,1
brito4,3,Troglodytes aedon,1
brito4,3,Xolmis irupero,1
brito4,3,Zonotrichia capensis,1
brito4,4,Guira guira,1
brito4,4,Lepidocolaptes angustirostris,1
brito4,4,Caracara plancus,1
brito4,4,Tachycineta leucorrhoa,1
brito4,4,Zenaida auriculata,1
brito4,5,Guira guira,1
brito4,5,Patagioenas maculosa,1
brito4,5,Tachycineta leucorrhoa,1
brito4,5,Pipraeidea bonariensis,1
brito4,6,Guira guira,1
brito4,6,Parabuteo unicinctus,1
brito4,6,Paroaria coronata,1
brito4,6,Troglodytes aedon,1
brito4,6,Zenaida auriculata,1
brito4,7,Agelaioides badius,1
brito4,7,Coryphistera alaudina,1
brito4,7,Leptotila verreauxi,1
brito4,7,Myiopsitta monachus,1
brito4,7,Paroaria coronata,1
brito4,7,Serpophaga subcristata,1
brito4,7,Theristicus caudatus,1
brito4,7,Troglodytes aedon,1
brito4,8,Embernagra platensis,1
brito4,8,Sicalis flaveola,1
brito4,8,Vanellus chilensis,1
brito4,8,Zenaida auriculata,1
brito4,9,Colaptes melanochloros,1
brito4,9,Columbina picui,1
brito4,9,Guira guira,1
brito4,9,Paroaria coronata,1
brito4,9,Saltator coerulescens,1
brito4,9,Sicalis flaveola,1
brito4,9,Thamnophilus caerulescens,1
brito4,9,Vanellus chilensis,1
brito4,9,Zenaida auriculata,1
brito5,1,Myiopsitta monachus,1
brito5,1,Coryphospingus cucullatus,1
brito5,1,Hemitriccus margaritaceiventer,1
brito5,1,Ammodramus humeralis,1
brito5,1,Zenaida auriculata,1
brito5,2,Myiopsitta monachus,1
brito5,2,Coryphospingus cucullatus,1
brito5,2,Ammodramus humeralis,1
brito5,2,Synallaxis frontalis,1
brito5,2,Cathartes aura,1
brito5,2,Thectocercus acuticaudatus,1
brito5,3,Myiopsitta monachus,1
brito5,3,Patagioenas picazuro,1
brito5,3,Pipraeidea bonariensis,1
brito5,3,Zenaida auriculata,1
brito5,3,Coryphospingus cucullatus,1
brito5,3,Cathartes aura,1
brito5,3,Campylorhamphus trochilirostris,1
brito5,3,Accipiter bicolor,1
brito5,4,Embernagra platensis,1
brito5,4,Zenaida auriculata,1
brito5,4,Agelaioides badius,1
brito5,4,Ammodramus humeralis,1
brito5,4,Myiopsitta monachus,1
brito5,4,Saltatricula multicolor,1
brito5,4,Coryphospingus cucullatus,1
brito5,5,Columbina picui,1
brito5,5,Troglodytes aedon,1
brito5,5,Agelaioides badius,1
brito5,5,Sicalis luteola,1
brito5,5,Sicalis flaveola,1
brito5,5,Falco femoralis,1
brito5,5,Pitangus sulphuratus,1
brito5,6,Patagioenas maculosa,1
brito5,6,Myiopsitta monachus,1
brito5,6,Coryphospingus cucullatus,1
brito5,6,Cacicus solitarius,1
brito5,6,Cathartes aura,1
brito5,6,Columbina picui,1
brito5,7,Myiopsitta monachus,1
brito5,8,Embernagra platensis,1
brito5,8,Myiopsitta monachus,1
brito5,8,Agelaioides badius,1
brito5,8,Troglodytes aedon,1
brito5,8,Sicalis luteola,1
brito5,8,Zenaida auriculata,1
brito5,8,Zonotrichia capensis,1
brito5,8,Coryphospingus cucullatus,1
brito5,8,Ammodramus humeralis,1
brito5,9,Columbina picui,1
brito5,9,Embernagra platensis,1
brito5,9,Troglodytes aedon,1
brito5,9,Coryphospingus cucullatus,1
brito5,9,Vanellus chilensis,1
brito5,9,Myiopsitta monachus,1
brito6,1,Thectocercus acuticaudatus,1
brito6,1,Coryphospingus cucullatus,1
brito6,1,Myiopsitta monachus,1
brito6,1,Saltatricula multicolor,1
brito6,1,Zenaida auriculata,1
brito6,2,Ammodramus humeralis,1
brito6,2,Coryphospingus cucullatus,1
brito6,2,Lepidocolaptes angustirostris,1
brito6,2,Leptotila verreauxi,1
brito6,2,Poospiza melanoleuca,1
brito6,2,Serpophaga subcristata,1
brito6,2,Troglodytes aedon,1
brito6,2,Zenaida auriculata,1
brito6,3,Agelaioides badius,1
brito6,3,Embernagra platensis,1
brito6,3,Molothrus bonariensis,1
brito6,3,Myiopsitta monachus,1
brito6,3,Paroaria coronata,1
brito6,3,Caracara plancus,1
brito6,3,Columbina picui,1
brito6,4,Coryphospingus cucullatus,1
brito6,4,Poospiza melanoleuca,1
brito6,4,Zenaida auriculata,1
brito6,4,Ammodramus humeralis,1
brito6,4,Embernagra platensis,1
brito6,5,Ammodramus humeralis,1
brito6,5,Columbina picui,1
brito6,5,Coryphospingus cucullatus,1
brito6,5,Poospiza melanoleuca,1
brito6,6,Coryphospingus cucullatus,1
brito6,6,Myiopsitta monachus,1
brito6,6,Paroaria capitata,1
brito6,6,Saltator aurantiirostris,1
brito6,6,Xolmis irupero,1
brito6,7,Columbina picui,1
brito6,7,Icterus pyrrhopterus,1
brito6,7,Coryphospingus cucullatus,1
brito6,7,Pseudoseisura lophotes,1
brito6,7,Pitangus sulphuratus,1
brito6,7,Stigmatura budytoides,1
brito6,7,Sicalis flaveola,1
brito6,7,Sicalis luteola,1
brito6,7,Lepidocolaptes angustirostris,1
brito6,7,Troglodytes aedon,1
brito6,7,Suiriri suiriri,1
brito6,7,Embernagra platensis,1
brito6,7,Melanerpes cactorum,1
brito6,7,Zenaida auriculata,1
brito6,7,Setophaga pitiayumi,1
brito6,7,Agelaioides badius,1
brito6,7,Serpophaga subcristata,1
brito6,7,Saltatricula multicolor,1
brito6,8,Coryphospingus cucullatus,1
brito6,8,Patagioenas maculosa,1
brito6,8,Sicalis flaveola,1
brito6,8,Sicalis luteola,1
brito6,8,Stigmatura budytoides,1
brito6,8,Troglodytes aedon,1
brito6,9,Ammodramus humeralis,1
brito6,9,Columbina picui,1
brito6,9,Melanerpes cactorum,1
brito6,9,Myiopsitta monachus,1
brito6,9,Setophaga pitiayumi,1
brito6,9,Patagioenas picazuro,1
brito6,9,Suiriri suiriri,1
brito6,9,Troglodytes aedon,1
brito6,9,Zenaida auriculata,1
Buenagua,1,Zenaida auriculata,2
Buenagua,1,Caracara plancus,1
Buenagua,1,Coragyps atratus,1
Buenagua,1,Patagioenas maculosa,3
Buenagua,1,Guira guira,5
Buenagua,1,Saltatricula multicolor,2
Buenagua,1,Coryphospingus cucullatus,1
Buenagua,1,Troglodytes aedon,1
Buenagua,1,Fluvicola pica,1
Buenagua,1,Melanerpes cactorum,1
Buenagua,1,Piranga flava,2
Buenagua,1,Melanerpes candidus,1
Buenagua,1,Thectocercus acuticaudatus,4
Buenagua,2,Zenaida auriculata,3
Buenagua,2,Falco femoralis,1
Buenagua,2,Myiopsitta monachus,3
Buenagua,2,Saltatricula multicolor,2
Buenagua,2,Coryphospingus cucullatus,11
Buenagua,2,Zonotrichia capensis,1
Buenagua,2,Troglodytes aedon,1
Buenagua,2,Herpetotheres cachinnans,2
Buenagua,2,Drymornis bridgesii,2
Buenagua,3,Suiriri suiriri,1
Buenagua,3,Columbina picui,1
Buenagua,3,Mimus saturninus,1
Buenagua,3,Saltatricula multicolor,1
Buenagua,3,Coryphospingus cucullatus,10
Buenagua,3,Zonotrichia capensis,4
Buenagua,3,Coryphistera alaudina,13
Buenagua,3,Asthenes baeri,1
Buenagua,3,Pseudoseisura lophotes,2
Buenagua,3,Melanerpes cactorum,4
Buenagua,3,Lepidocolaptes angustirostris,1
Buenagua,3,Cyclarhis gujanensis,2
Buenagua,3,Campephilus leucopogon,2
Buenagua,3,Nystalus maculatus,2
Buenagua,4,Zenaida auriculata,5
Buenagua,4,Myiopsitta monachus,2
Buenagua,4,Zonotrichia capensis,3
Buenagua,4,Troglodytes aedon,1
Buenagua,4,Fluvicola pica,1
Buenagua,4,Melanerpes cactorum,1
Buenagua,4,Lepidocolaptes angustirostris,1
Buenagua,4,Thectocercus acuticaudatus,8
Buenagua,4,Camptostoma obsoletum,1
Buenagua,4,Chunga burmeisteri,1
Buenagua,5,Zenaida auriculata,2
Buenagua,5,Falco femoralis,1
Buenagua,5,Columbina picui,8
Buenagua,5,Patagioenas maculosa,3
Buenagua,5,Xolmis irupero,1
Buenagua,5,Lepidocolaptes angustirostris,1
Buenagua,5,Melanerpes candidus,1
Buenagua,5,Thectocercus acuticaudatus,22
Buenagua,6,Columbina picui,2
Buenagua,6,Patagioenas maculosa,2
Buenagua,6,Coryphospingus cucullatus,17
Buenagua,6,Zonotrichia capensis,14
Buenagua,6,Troglodytes aedon,2
Buenagua,6,Asthenes baeri,2
Buenagua,6,Paroaria coronata,1
Buenagua,6,Melanerpes cactorum,1
Buenagua,6,Phacellodomus rufifrons,1
burru_bosque,1,Chlorostilbon lucidus,1
burru_bosque,1,Ortalis canicollis,1
burru_bosque,1,Stigmatura budytoides,1
burru_bosque,1,Polioptila dumicola,1
burru_bosque,1,Myiopsitta monachus,1
burru_bosque,2,Stigmatura budytoides,1
burru_bosque,2,Polioptila dumicola,1
burru_bosque,2,Zenaida auriculata,1
burru_bosque,2,Turdus amaurochalinus,1
burru_bosque,2,Poospiza melanoleuca,1
burru_bosque,2,Patagioenas maculosa,1
burru_bosque,2,Thamnophilus caerulescens,1
burru_bosque,3,Stigmatura budytoides,1
burru_bosque,3,Polioptila dumicola,1
burru_bosque,3,Myiopsitta monachus,1
burru_bosque,3,Poospiza melanoleuca,1
burru_bosque,3,Thamnophilus caerulescens,1
burru_bosque,3,Hemitriccus margaritaceiventer,1
burru_bosque,4,Stigmatura budytoides,1
burru_bosque,4,Polioptila dumicola,1
burru_bosque,4,Myiopsitta monachus,1
burru_bosque,4,Patagioenas maculosa,1
burru_bosque,4,Hemitriccus margaritaceiventer,1
burru_bosque,4,Zonotrichia capensis,1
burru_bosque,4,Coragyps atratus,1
burru_bosque,5,Stigmatura budytoides,1
burru_bosque,5,Polioptila dumicola,1
burru_bosque,5,Coragyps atratus,1
burru_bosque,5,Caracara plancus,1
burru_bosque,5,Serpophaga subcristata,1
burru_bosque,6,Ortalis canicollis,1
burru_bosque,6,Stigmatura budytoides,1
burru_bosque,6,Polioptila dumicola,1
burru_bosque,6,Myiopsitta monachus,1
burru_bosque,6,Poospiza melanoleuca,1
burru_bosque,6,Patagioenas maculosa,1
burru_bosque,6,Hemitriccus margaritaceiventer,1
burru_bosque,6,Thectocercus acuticaudatus,1
burru_bosque,6,Taraba major,1
burru_bosque,7,NA,0
burru_bosque,8,NA,0
burru_bosque,9,Ortalis canicollis,1
burru_bosque,9,Stigmatura budytoides,1
burru_bosque,9,Poospiza melanoleuca,1
burru_bosque,9,Patagioenas maculosa,1
burru_bosque,9,Hemitriccus margaritaceiventer,1
burru_bosque,9,Furnarius rufus,1
burru_bosque,9,Rhynchospiza strigiceps,1
burru_bosque,9,Coryphospingus cucullatus,1
burru_bosque,9,Poospiza torquata,1
burru_bosque,9,Myrmorchilus strigilatus,1
burru_culti,1,Zenaida auriculata,1
burru_culti,2,Zenaida auriculata,1
burru_culti,3,Zenaida auriculata,1
burru_culti,3,Thectocercus acuticaudatus,1
burru_culti,3,Falco sparverius,1
burru_culti,4,Zenaida auriculata,1
burru_culti,5,Zenaida auriculata,1
burru_culti,5,Milvago chimango,1
burru_culti,5,Vanellus chilensis,1
burru_culti,5,Rhea americana,1
burru_culti,6,Zenaida auriculata,1
burru_culti,6,Milvago chimango,1
burru_culti,6,Vanellus chilensis,1
burru_culti,6,Rhea americana,1
burru_culti,6,Athene cunicularia,1
burru_culti,6,Tachycineta meyeni,1
burru_culti,6,Nothoprocta cinerascens,1
burru_culti,7,Zenaida auriculata,1
burru_culti,7,Patagioenas picazuro,1
burru_culti,8,Zenaida auriculata,1
burru_culti,8,Rhea americana,1
burru_culti,8,Patagioenas picazuro,1
burru_culti,9,Zenaida auriculata,1
burru_culti,9,Rhea americana,1
burru_culti,9,Chunga burmeisteri,1
burru_culti,9,Anthus lutescens,1
cabu2,1,Coryphistera alaudina,1
cabu2,1,Mimus saturninus,1
cabu2,1,Embernagra platensis,1
cabu2,1,Zonotrichia capensis,1
cabu2,1,Sicalis flaveola,1
cabu2,1,Troglodytes aedon,1
cabu2,1,Myiopsitta monachus,1
cabu2,2,Falco femoralis,1
cabu2,2,Troglodytes aedon,1
cabu2,2,Thectocercus acuticaudatus,1
cabu2,3,Embernagra platensis,1
cabu2,3,Ammodramus humeralis,1
cabu2,3,Mimus saturninus,1
cabu2,3,Myiopsitta monachus,1
cabu2,3,Coryphistera alaudina,1
cabu2,3,Elanus leucurus,1
cabu2,3,Columbina picui,1
cabu2,3,Patagioenas maculosa,1
cabu2,3,Sicalis flaveola,1
cabu2,3,Saltatricula multicolor,1
cabu2,3,Nothura maculosa,1
cabu2,3,Nothoprocta cinerascens,1
cabu2,4,Myiopsitta monachus,1
cabu2,4,Suiriri suiriri,1
cabu2,4,Saltatricula multicolor,1
cabu2,4,Xolmis irupero,1
cabu2,4,Polioptila dumicola,1
cabu2,4,Asthenes baeri,1
cabu2,4,Coryphospingus cucullatus,1
cabu2,4,Mimus saturninus,1
cabu2,4,Troglodytes aedon,1
cabu2,4,Saltator aurantiirostris,1
cabu2,4,Cathartes aura,1
cabu2,4,Coragyps atratus,1
cabu2,5,Saltatricula multicolor,1
cabu2,5,Xolmis irupero,1
cabu2,5,Troglodytes aedon,1
cabu2,5,Lepidocolaptes angustirostris,1
cabu2,5,Thamnophilus caerulescens,1
cabu2,5,Ammodramus humeralis,1
cabu2,5,Melanopareia maximiliani,1
cabu2,6,Mimus saturninus,1
cabu2,6,Troglodytes aedon,1
cabu2,6,Patagioenas maculosa,1
cabu2,6,Nothura maculosa,1
cabu2,6,Ammodramus humeralis,1
cabu2,6,Xolmis irupero,1
cabu2,6,Polioptila dumicola,1
cabu2,6,Saltatricula multicolor,1
cabu2,7,Milvago chimango,1
cabu2,7,Coryphistera alaudina,1
cabu2,7,Coryphospingus cucullatus,1
cabu2,7,Nothura maculosa,1
cabu2,7,Poospiza torquata,1
cabu2,7,Poospiza melanoleuca,1
cabu2,7,Saltatricula multicolor,1
cabu2,7,Zonotrichia capensis,1
cabu2,7,Hemitriccus margaritaceiventer,1
cabu2,7,Cranioleuca pyrrhophia,1
cabu2,8,Troglodytes aedon,1
cabu2,8,Melanopareia maximiliani,1
cabu2,8,Guira guira,1
cabu2,8,Nothura maculosa,1
