site,point,species,n.ind
Mario-Bos,1,Cyclarhis gujanensis,1
Mario-Bos,1,Furnarius rufus,1
Mario-Bos,1,Crypturellus tataupa,1
Mario-Bos,1,Cranioleuca pyrrhophia,1
Mario-Bos,1,Icterus pyrrhopterus,1
Mario-Bos,1,Hemitriccus margaritaceiventer,1
Mario-Bos,2,Pitangus sulphuratus,1
Mario-Bos,2,Furnarius cristatus,1
Mario-Bos,2,Turdus amaurochalinus,1
Mario-Bos,2,Hemitriccus margaritaceiventer,1
Mario-Bos,2,Casiornis rufus,1
Mario-Bos,2,Suiriri suiriri,1
Mario-Bos,3,Phacellodomus rufifrons,1
Mario-Bos,3,Columbina picui,1
Mario-Bos,3,Polioptila dumicola,1
Mario-Bos,3,Saltator aurantiirostris,1
Mario-Bos,4,Phacellodomus rufifrons,1
Mario-Bos,4,Columbina picui,1
Mario-Bos,4,Turdus amaurochalinus,1
Mario-Bos,4,Cairina moschata,1
Mario-Bos,4,Saltator coerulescens,1
Mario-Bos,5,Pitangus sulphuratus,1
Mario-Bos,5,Nystalus maculatus,1
Mario-Bos,5,Patagioenas picazuro,1
Mario-Bos,5,Icterus pyrrhopterus,1
Mario-Bos,5,Campylorhamphus trochilirostris,1
Mario-Bos,5,Knipolegus striaticeps,1
Mario-Bos,5,Coryphistera alaudina,1
Mario-Bos,5,Patagioenas maculosa,1
Mario-Bos,5,Zenaida auriculata,1
Mario-Bos,5,Crotophaga ani,1
Mario-Bos,5,Sicalis luteola,1
Mario-Bos,5,Icterus pyrrhopterus,1
Mario-Bos,5,Myiarchus tyrannulus,1
Mario-Bos,5,Saltator aurantiirostris,1
Mario-Bos,5,Heliomaster furcifer,1
Mario-Bos,5,Columbina picui,1
Mario-Bos,5,Nystalus maculatus,1
Mario-Bos,6,Nystalus maculatus,1
Mario-Bos,6,Nothoprocta cinerascens,1
Mario-Bos,6,Saltator aurantiirostris,1
Mario-Bos,6,Amazona aestiva,1
Mario-Bos,6,Lepidocolaptes angustirostris,1
Mario-Bos,6,Tapera naevia,1
Mario-Bos,6,Saltator coerulescens,1
Mario-Bos,6,Tarphonomus certhioides,1
Mario-Bos,6,Volatinia jacarina,1
Mario-Bos,6,Columbina picui,1
Mario-Bos,7,Tapera naevia,1
Mario-Bos,7,Ortalis canicollis,1
Mario-Bos,7,Melanerpes cactorum,1
Mario-Bos,7,Schoeniophylax phryganophilus,1
Mario-Bos,7,Pitangus sulphuratus,1
Mario-Bos,7,Saltator aurantiirostris,1
Mario-Bos,7,Furnarius cristatus,1
Mario-Bos,8,Phacellodomus ruber,1
Mario-Bos,8,Ortalis canicollis,1
Mario-Bos,8,Sicalis luteola,1
Mario-Bos,8,Patagioenas picazuro,1
Mario-Bos,8,Pitangus sulphuratus,1
Mario-Bos,8,Coryphospingus cucullatus,1
Mario-Bos,8,Myiopsitta monachus,1
Mario-Bos,9,Paroaria coronata,1
Mario-Bos,9,Myiopsitta monachus,1
Mario-Bos,9,Guira guira,1
Mario-Bos,9,Furnarius cristatus,1
Mario-Bos,9,Columbina picui,1
Mario-Bos,9,Pitangus sulphuratus,1
Mario-Bos,9,Mimus saturninus,1
Mario-Bos,9,Phacellodomus ruber,1
Mario-Bos,9,Patagioenas picazuro,1
Mario-Bos,9,Sicalis luteola,1
Mario-Bos,9,Drymornis bridgesii,1
Mario-Bos,9,Machetornis rixosa,1
Mario-Bos,9,Paroaria capitata,1
Mario-Bos,9,Saltator aurantiirostris,1
Mario-Bos,9,Coragyps atratus,1
Mario-Bos,9,Jacana jacana,1
Mario-Bos,9,Anthus furcatus,1
mariobosque,1,Patagioenas maculosa,1
mariobosque,1,Saltator aurantiirostris,1
mariobosque,1,Thamnophilus caerulescens,1
mariobosque,1,Amazona aestiva,1
mariobosque,2,Patagioenas maculosa,1
mariobosque,2,Saltator aurantiirostris,1
mariobosque,2,Poospiza melanoleuca,1
mariobosque,2,Nystalus maculatus,1
mariobosque,2,Pseudoseisura lophotes,1
mariobosque,2,Amazona aestiva,1
mariobosque,2,Patagioenas picazuro,1
mariobosque,2,Turdus amaurochalinus,1
mariobosque,2,Thamnophilus caerulescens,1
mariobosque,2,Myiopsitta monachus,1
mariobosque,2,Furnarius rufus,1
mariobosque,3,Nystalus maculatus,1
mariobosque,3,Chunga burmeisteri,1
mariobosque,3,Amazona aestiva,1
mariobosque,3,Patagioenas maculosa,1
mariobosque,3,Rupornis magnirostris,1
mariobosque,3,Cranioleuca pyrrhophia,1
mariobosque,3,Icterus icterus,1
mariobosque,3,Myiopsitta monachus,1
mariobosque,3,Saltator aurantiirostris,1
mariobosque,3,Furnarius rufus,1
mariobosque,4,Ortalis canicollis,1
mariobosque,4,Cyanocorax chrysops,1
mariobosque,4,Amazona aestiva,1
mariobosque,4,Saltator aurantiirostris,1
mariobosque,4,Drymornis bridgesii,1
mariobosque,5,Ortalis canicollis,1
mariobosque,5,Saltator aurantiirostris,1
mariobosque,5,Guira guira,1
mariobosque,5,Icterus icterus,1
mariobosque,5,Patagioenas maculosa,1
mariobosque,5,Rupornis magnirostris,1
mariobosque,5,Myiopsitta monachus,1
mariobosque,5,Paroaria coronata,1
mariobosque,6,Troglodytes aedon,1
mariobosque,6,Saltator aurantiirostris,1
mariobosque,6,Zonotrichia capensis,1
mariobosque,6,Pseudoseisura lophotes,1
mariobosque,6,Myiopsitta monachus,1
mariobosque,6,Polioptila dumicola,1
mariobosque,6,Turdus amaurochalinus,1
mariobosque,6,Furnarius cristatus,1
mariobosque,6,Guira guira,1
mariobosque,6,Coryphospingus cucullatus,1
mariobosque,6,Patagioenas maculosa,1
mariobosque,6,Rupornis magnirostris,1
mariobosque,6,Crypturellus tataupa,1
mariobosque,7,Troglodytes aedon,1
mariobosque,7,Columbina picui,1
mariobosque,7,Saltator aurantiirostris,1
mariobosque,7,Furnarius rufus,1
mariobosque,7,Zonotrichia capensis,1
mariobosque,7,Parabuteo unicinctus,1
mariobosque,8,Troglodytes aedon,1
mariobosque,8,Furnarius rufus,1
mariobosque,8,Amazona aestiva,1
mariobosque,8,Patagioenas maculosa,1
mariobosque,8,Saltator aurantiirostris,1
mariobosque,8,Melanerpes cactorum,1
mariobosque,8,Lepidocolaptes angustirostris,1
mariobosque,8,Icterus icterus,1
mariobosque,8,Piranga flava,1
mariobosque,9,Columbina picui,1
mariobosque,9,Patagioenas picazuro,1
mariobosque,9,Molothrus bonariensis,1
mariobosque,9,Icterus icterus,1
mariobosque,9,Icterus pyrrhopterus,1
mariobosque,9,Saltator aurantiirostris,1
mariobosque,9,Pseudoseisura lophotes,1
mariobosque,9,Amazona aestiva,1
mariobosque,9,Myiopsitta monachus,1
mariobosque,9,Troglodytes aedon,1
mariobosque,9,Columbina talpacoti,1
mariobosque,9,Zonotrichia capensis,1
mariobosque,9,Cacicus solitarius,1
mariobosque,9,Mimus saturninus,1
mariobosque,9,Jacana jacana,1
Mario-PaP,1,Patagioenas picazuro,1
Mario-PaP,1,Falco sparverius,1
Mario-PaP,2,Athene cunicularia,1
Mario-PaP,2,Coragyps atratus,1
Mario-PaP,2,Caracara plancus,1
Mario-PaP,3,Caracara plancus,1
Mario-PaP,4,Troglodytes aedon,1
Mario-PaP,4,Asthenes baeri,1
Mario-PaP,4,Coragyps atratus,1
Mario-PaP,4,Hemitriccus margaritaceiventer,1
Mario-PaP,4,Syrigma sibilatrix,1
Mario-PaP,4,Guira guira,1
Mario-PaP,5,Troglodytes aedon,1
Mario-PaP,5,Patagioenas picazuro,1
Mario-PaP,5,Poospiza melanoleuca,1
Mario-PaP,6,Poospiza melanoleuca,1
Mario-PaP,6,Stigmatura budytoides,1
Mario-PaP,6,Thamnophilus caerulescens,1
Mario-PaP,6,Cacicus solitarius,1
Mario-PaP,7,Mimus saturninus,1
Mario-PaP,8,Anthus chacoensis,1
Mario-PaP,8,Vanellus chilensis,1
Mario-PaP,8,Thectocercus acuticaudatus,1
Mario-PaP,9,Troglodytes aedon,1
Mario-PaP,9,Vanellus chilensis,1
Mario-PaP,9,Mimus saturninus,1
Mario-PaP,9,Polioptila dumicola,1
mariopastu,1,Eudromia formosa,1
mariopastu,1,Mimus saturninus,1
mariopastu,1,Sicalis flaveola,1
mariopastu,1,Pitangus sulphuratus,1
mariopastu,1,Furnarius rufus,1
mariopastu,1,Turdus amaurochalinus,1
mariopastu,1,Volatinia jacarina,1
mariopastu,2,Camptostoma obsoletum,1
mariopastu,2,Paroaria coronata,1
mariopastu,2,Synallaxis albescens,1
mariopastu,2,Asthenes baeri,1
mariopastu,2,Saltator aurantiirostris,1
mariopastu,3,Pitangus sulphuratus,1
mariopastu,3,Serpophaga subcristata,1
mariopastu,3,Columbina picui,1
mariopastu,3,Patagioenas maculosa,1
mariopastu,3,Amazona aestiva,1
mariopastu,3,Sicalis flaveola,1
mariopastu,3,Saltator aurantiirostris,1
mariopastu,4,Icterus icterus,1
mariopastu,4,Zonotrichia capensis,1
mariopastu,4,Columbina picui,1
mariopastu,4,Campephilus leucopogon,1
mariopastu,4,Nystalus maculatus,1
mariopastu,4,Chlorostilbon lucidus,1
mariopastu,4,Thraupis sayaca,1
mariopastu,4,Sicalis flaveola,1
mariopastu,4,Pitangus sulphuratus,1
mariopastu,4,Serpophaga subcristata,1
mariopastu,4,Volatinia jacarina,1
mariopastu,4,Guira guira,1
mariopastu,4,Sporagra magellanica,1
mariopastu,5,Asthenes baeri,1
mariopastu,5,Columbina picui,1
mariopastu,5,Coragyps atratus,1
mariopastu,5,Volatinia jacarina,1
mariopastu,5,Sporagra magellanica,1
mariopastu,5,Embernagra platensis,1
mariopastu,5,Pseudoseisura lophotes,1
mariopastu,6,Saltator coerulescens,1
mariopastu,6,Embernagra platensis,1
mariopastu,6,Columbina picui,1
mariopastu,6,Chlorostilbon lucidus,1
mariopastu,6,Pitangus sulphuratus,1
mariopastu,6,Sicalis luteola,1
mariopastu,6,Coryphospingus cucullatus,1
mariopastu,7,Xenopsaris albinucha,1
mariopastu,7,Sublegatus modestus,1
mariopastu,7,Suiriri suiriri,1
mariopastu,7,Taraba major,1
mariopastu,7,Guira guira,1
mariopastu,7,Asthenes baeri,1
mariopastu,7,Camptostoma obsoletum,1
mariopastu,7,Sicalis flaveola,1
mariopastu,7,Patagioenas maculosa,1
mariopastu,8,Coryphospingus cucullatus,1
mariopastu,8,Xenopsaris albinucha,1
mariopastu,8,Volatinia jacarina,1
mariopastu,8,Pitangus sulphuratus,1
mariopastu,8,Sicalis luteola,1
mariopastu,8,Zonotrichia capensis,1
mariopastu,8,Zenaida auriculata,1
mariopastu,8,Patagioenas maculosa,1
mariopastu,8,Amazona aestiva,1
mariopastu,9,Agelaioides badius,1
mariopastu,9,Columbina picui,1
mariopastu,9,Coragyps atratus,1
mariopastu,9,Nothura maculosa,1
mariopastu,9,Crotophaga ani,1
mariopastu,9,Cyanocompsa brissonii,1
Met1_WI,1,Vanellus chilensis,1
Met1_WI,2,NA,0
Met1_WI,3,NA,0
Met1_WI,4,NA,0
Met1_WI,5,Anthus lutescens,1
Met1_WI,6,Anthus lutescens,1
Met1_WI,7,Anthus lutescens,1
Met1_WI,7,Zenaida auriculata,1
Met1_WI,7,Athene cunicularia,1
Met1_WI,8,Anthus lutescens,1
Met1_WI,9,Anthus lutescens,1
Met1_WI,9,Zenaida auriculata,1
Met2_WI,1,Vanellus chilensis,1
Met2_WI,1,Caracara plancus,1
Met2_WI,1,Anthus lutescens,1
Met2_WI,1,Nothura maculosa,1
Met2_WI,1,Ammodramus humeralis,1
Met2_WI,1,Sporagra magellanica,1
Met2_WI,2,Ammodramus humeralis,1
Met2_WI,2,Nothura maculosa,1
Met2_WI,3,Nothura maculosa,1
Met2_WI,3,Ammodramus humeralis,1
Met2_WI,3,Caracara plancus,1
Met2_WI,4,Anthus lutescens,1
Met2_WI,4,Elanus leucurus,1
Met2_WI,5,Zonotrichia capensis,1
Met2_WI,5,Ammodramus humeralis,1
Met2_WI,5,Nothura maculosa,1
Met2_WI,5,Elanus leucurus,1
Met2_WI,5,Anthus lutescens,1
Met2_WI,6,Troglodytes aedon,1
Met2_WI,6,Ammodramus humeralis,1
Met2_WI,6,Zonotrichia capensis,1
Met2_WI,6,Anthus lutescens,1
Met2_WI,6,Milvago chimango,1
Met2_WI,7,Elanus leucurus,1
Met2_WI,7,Anthus lutescens,1
Met2_WI,8,Anthus lutescens,1
Met2_WI,8,Nothura maculosa,1
Met2_WI,9,Falco sparverius,1
Met2_WI,9,Anthus lutescens,1
Met3_WI,1,Elanus leucurus,1
Met3_WI,1,Zonotrichia capensis,1
Met3_WI,2,Ammodramus humeralis,1
Met3_WI,3,Caracara plancus,1
Met3_WI,3,Ammodramus humeralis,1
Met3_WI,4,Ammodramus humeralis,1
Met3_WI,4,Anthus lutescens,1
Met3_WI,5,Anthus lutescens,1
Met3_WI,6,NA,0
Met3_WI,7,NA,0
Met3_WI,8,Ammodramus humeralis,1
Met3_WI,9,NA,0
Mor1_WI,1,Ammodramus humeralis,1
Mor1_WI,2,NA,0
Mor1_WI,3,Coryphistera alaudina,1
Mor1_WI,3,Molothrus rufoaxillaris,1
Mor1_WI,3,Agelaioides badius,1
Mor1_WI,3,Saltator aurantiirostris,1
Mor1_WI,3,Rhinocrypta lanceolata,1
Mor1_WI,3,Troglodytes aedon,1
Mor1_WI,3,Zonotrichia capensis,1
Mor1_WI,4,NA,0
Mor1_WI,5,NA,0
Mor1_WI,5,NA,0
Mor1_WI,7,NA,0
Mor1_WI,8,NA,0
Mor1_WI_FS,6,Falco sparverius,1
Mor1_WI_FS,6,Zonotrichia capensis,1
Mor1_WI_FS,6,Myiopsitta monachus,1
Mor1_WI_FS,6,Suiriri suiriri,1
Mor1_WI_FS,6,Xolmis irupero,1
Mor1_WI_FS,6,Stigmatura budytoides,1
Mor1_WI_FS,9,Zonotrichia capensis,1
Mor1_WI_FS,9,Saltator aurantiirostris,1
Mor1_WI_FS,9,Thectocercus acuticaudatus,1
Mor1_WI_FS,9,Zenaida auriculata,1
Mor1_WI_FS,9,Pseudoseisura lophotes,1
Mor1_WI_FS,9,Patagioenas maculosa,1
Mor1_WI_FS,9,Falco sparverius,1
Mor3_WI,1,NA,0
Mor3_WI,2,Caracara plancus,1
Mor3_WI,3,NA,0
Mor3_WI,4,Vanellus chilensis,1
Mor3_WI,5,NA,0
Mor3_WI,5,NA,0
Mor3_WI,6,NA,0
Mor3_WI,7,Milvago chimango,1
Mor3_WI,8,NA,0
Mor3_WI,9,Nothura maculosa,1
Moreno,1,Suiriri suiriri,1
Moreno,1,Paroaria coronata,5
Moreno,1,Setophaga pitiayumi,6
Moreno,1,Serpophaga subcristata,3
Moreno,1,Serpophaga nigricans,3
Moreno,1,Cyanocorax chrysops,1
Moreno,1,Sublegatus modestus,1
Moreno,2,Fluvicola pica,3
Moreno,2,Coryphistera alaudina,7
Moreno,2,Lepidocolaptes angustirostris,1
Moreno,2,Furnarius cristatus,1
Moreno,2,Setophaga pitiayumi,5
Moreno,2,Picumnus cirratus,1
Moreno,2,Phaeomyias murina,1
Moreno,3,Columbina picui,2
Moreno,3,Lepidocolaptes angustirostris,1
Moreno,3,Setophaga pitiayumi,3
Moreno,3,Polioptila dumicola,2
Moreno,3,Serpophaga subcristata,1
Moreno,3,Amazona aestiva,4
Moreno,3,Ortalis canicollis,2
Moreno,3,Phaeomyias murina,1
Moreno,4,Zonotrichia capensis,3
Moreno,4,Icterus pyrrhopterus,1
Moreno,4,Lepidocolaptes angustirostris,1
Moreno,4,Cyclarhis gujanensis,1
Moreno,4,Setophaga pitiayumi,4
Moreno,4,Polioptila dumicola,6
Moreno,4,Serpophaga nigricans,3
Moreno,4,Sublegatus modestus,1
Moreno,5,Suiriri suiriri,2
Moreno,5,Caracara plancus,1
Moreno,5,Patagioenas maculosa,11
Moreno,5,Asthenes baeri,2
Moreno,5,Stigmatura budytoides,2
Moreno,5,Melanerpes cactorum,2
Moreno,5,Polioptila dumicola,1
Moreno,5,Serpophaga nigricans,2
Moreno,5,Ortalis canicollis,3
Moreno,6,Suiriri suiriri,2
Moreno,6,Pitangus sulphuratus,1
Moreno,6,Paroaria coronata,7
Moreno,6,Furnarius rufus,4
Moreno,6,Polioptila dumicola,2
Moreno,6,Thectocercus acuticaudatus,6
Moreno,6,Cyanocorax chrysops,5
Moreno,6,Pipraeidea bonariensis,3
munizforest,1,Poospiza melanoleuca,1
munizforest,1,Furnarius rufus,1
munizforest,1,Campephilus leucopogon,1
munizforest,1,Polioptila dumicola,1
munizforest,1,Amazona aestiva,1
munizforest,1,Taraba major,1
munizforest,1,Troglodytes aedon,1
munizforest,2,Patagioenas maculosa,1
munizforest,2,Cyanocorax chrysops,1
munizforest,2,Poospiza melanoleuca,1
munizforest,2,Furnarius rufus,1
munizforest,2,Myiopsitta monachus,1
munizforest,2,Amazona aestiva,1
munizforest,2,Thamnophilus caerulescens,1
munizforest,2,Pitangus sulphuratus,1
munizforest,3,Patagioenas maculosa,1
munizforest,3,Setophaga pitiayumi,1
munizforest,3,Myiopsitta monachus,1
munizforest,3,Amazona aestiva,1
munizforest,3,Taraba major,1
munizforest,3,Thamnophilus caerulescens,1
munizforest,3,Troglodytes aedon,1
munizforest,3,Pitangus sulphuratus,1
munizforest,4,Patagioenas maculosa,1
munizforest,4,Cyanocorax chrysops,1
munizforest,4,Poospiza melanoleuca,1
munizforest,4,Drymornis bridgesii,1
munizforest,4,Xiphocolaptes major,1
munizforest,4,Aramus guarauna,1
munizforest,4,Campephilus leucopogon,1
munizforest,4,Polioptila dumicola,1
munizforest,4,Amazona aestiva,1
munizforest,4,Thamnophilus caerulescens,1
munizforest,4,Stigmatura budytoides,1
munizforest,5,Cranioleuca pyrrhophia,1
munizforest,5,Picumnus cirratus,1
munizforest,5,Polioptila dumicola,1
munizforest,5,Amazona aestiva,1
munizforest,5,Troglodytes aedon,1
munizforest,5,Stigmatura budytoides,1
munizforest,6,Patagioenas maculosa,1
munizforest,6,Poospiza melanoleuca,1
munizforest,6,Furnarius rufus,1
munizforest,6,Campephilus leucopogon,1
munizforest,6,Myiopsitta monachus,1
munizforest,6,Amazona aestiva,1
munizforest,6,Thamnophilus caerulescens,1
munizforest,7,Rupornis magnirostris,1
munizforest,7,Patagioenas maculosa,1
munizforest,7,Drymornis bridgesii,1
munizforest,7,Campephilus leucopogon,1
munizforest,7,Hemitriccus margaritaceiventer,1
munizforest,7,Stigmatura budytoides,1
munizforest,8,Rupornis magnirostris,1
munizforest,8,Patagioenas maculosa,1
munizforest,8,Myrmorchilus strigilatus,1
munizforest,8,Polioptila dumicola,1
munizforest,8,Thamnophilus caerulescens,1
munizforest,8,Hemitriccus margaritaceiventer,1
munizforest,8,Serpophaga subcristata,1
munizforest,9,Patagioenas maculosa,1
munizforest,9,Ortalis canicollis,1
munizforest,9,Pseudoseisura lophotes,1
munizforest,9,Setophaga pitiayumi,1
munizforest,9,Campephilus leucopogon,1
munizgrassland,1,Thectocercus acuticaudatus,1
munizgrassland,1,Cacicus solitarius,1
munizgrassland,1,Campylorhamphus trochilirostris,1
munizgrassland,1,Sporagra magellanica,1
munizgrassland,1,Furnarius rufus,1
munizgrassland,1,Patagioenas maculosa,1
munizgrassland,1,Phytotoma rutila,1
munizgrassland,1,Polioptila dumicola,1
munizgrassland,1,Serpophaga subcristata,1
munizgrassland,1,Stigmatura budytoides,1
munizgrassland,1,Thamnophilus caerulescens,1
munizgrassland,1,Troglodytes aedon,1
munizgrassland,1,Turdus amaurochalinus,1
munizgrassland,2,Circus buffoni,1
munizgrassland,2,Falco femoralis,1
munizgrassland,2,Icterus pyrrhopterus,1
munizgrassland,2,Patagioenas maculosa,1
munizgrassland,2,Xolmis irupero,1
munizgrassland,3,Amazona aestiva,1
munizgrassland,3,Columbina picui,1
munizgrassland,3,Cyanocompsa brissonii,1
munizgrassland,3,Falco femoralis,1
munizgrassland,3,Paroaria coronata,1
munizgrassland,3,Patagioenas maculosa,1
munizgrassland,3,Stigmatura budytoides,1
munizgrassland,3,Theristicus caudatus,1
munizgrassland,3,Troglodytes aedon,1
munizgrassland,3,Xolmis irupero,1
munizgrassland,4,Thectocercus acuticaudatus,1
munizgrassland,4,Columbina picui,1
munizgrassland,4,Icterus pyrrhopterus,1
munizgrassland,4,Patagioenas maculosa,1
munizgrassland,4,Poospiza melanoleuca,1
munizgrassland,4,Troglodytes aedon,1
munizgrassland,4,Xolmis irupero,1
munizgrassland,5,Amazona aestiva,1
munizgrassland,5,Thectocercus acuticaudatus,1
munizgrassland,5,Myiopsitta monachus,1
munizgrassland,5,Patagioenas maculosa,1
munizgrassland,5,Pyrocephalus rubinus,1
munizgrassland,5,Thamnophilus caerulescens,1
munizgrassland,5,Troglodytes aedon,1
munizgrassland,5,Xolmis irupero,1
munizgrassland,6,Amazona aestiva,1
munizgrassland,6,Thectocercus acuticaudatus,1
munizgrassland,6,Circus buffoni,1
munizgrassland,6,Xolmis irupero,1
munizgrassland,7,Thectocercus acuticaudatus,1
munizgrassland,7,Columbina picui,1
munizgrassland,7,Coryphistera alaudina,1
munizgrassland,7,Patagioenas maculosa,1
munizgrassland,8,Falco femoralis,1
munizgrassland,8,Patagioenas maculosa,1
munizgrassland,8,Thamnophilus caerulescens,1
munizgrassland,9,Troglodytes aedon,1
munizgrassland,9,Xolmis irupero,1
Muñiz-Bos,1,Thectocercus acuticaudatus,1
Muñiz-Bos,1,Myiarchus tyrannulus,1
Muñiz-Bos,1,Suiriri suiriri,1
Muñiz-Bos,1,Ortalis canicollis,1
Muñiz-Bos,1,Xiphocolaptes major,1
Muñiz-Bos,1,Saltator coerulescens,1
Muñiz-Bos,1,Cacicus solitarius,1
Muñiz-Bos,1,Amazona aestiva,1
Muñiz-Bos,1,Lepidocolaptes angustirostris,1
Muñiz-Bos,1,Turdus amaurochalinus,1
Muñiz-Bos,2,Hemitriccus margaritaceiventer,1
Muñiz-Bos,2,Ortalis canicollis,1
Muñiz-Bos,2,Drymornis bridgesii,1
Muñiz-Bos,2,Cyclarhis gujanensis,1
Muñiz-Bos,2,Leptotila verreauxi,1
Muñiz-Bos,2,Patagioenas picazuro,1
Muñiz-Bos,2,Cranioleuca pyrrhophia,1
Muñiz-Bos,2,Stigmatura budytoides,1
Muñiz-Bos,2,Saltator aurantiirostris,1
Muñiz-Bos,3,Leptotila verreauxi,1
Muñiz-Bos,3,Tapera naevia,1
Muñiz-Bos,3,Ortalis canicollis,1
Muñiz-Bos,3,Pitangus sulphuratus,1
Muñiz-Bos,3,Cyclarhis gujanensis,1
Muñiz-Bos,3,Crypturellus tataupa,1
Muñiz-Bos,3,Suiriri suiriri,1
Muñiz-Bos,3,Casiornis rufus,1
Muñiz-Bos,3,Taraba major,1
Muñiz-Bos,3,Myiarchus tyrannulus,1
Muñiz-Bos,4,Campephilus leucopogon,1
Muñiz-Bos,4,Cacicus chrysopterus,1
Muñiz-Bos,4,Cyanocorax chrysops,1
Muñiz-Bos,4,Crypturellus tataupa,1
Muñiz-Bos,4,Patagioenas maculosa,1
Muñiz-Bos,4,Turdus amaurochalinus,1
Muñiz-Bos,4,Cacicus solitarius,1
Muñiz-Bos,4,Ortalis canicollis,1
Muñiz-Bos,4,Hemitriccus margaritaceiventer,1
Muñiz-Bos,4,Suiriri suiriri,1
Muñiz-Bos,4,Saltator aurantiirostris,1
Muñiz-Bos,4,Stigmatura budytoides,1
Muñiz-Bos,4,Lepidocolaptes angustirostris,1
Muñiz-Bos,4,Leptotila verreauxi,1
Muñiz-Bos,4,Drymornis bridgesii,1
Muñiz-Bos,4,Pitangus sulphuratus,1
Muñiz-Bos,4,Thectocercus acuticaudatus,1
Muñiz-Bos,4,Taraba major,1
Muñiz-Bos,5,Turdus amaurochalinus,1
Muñiz-Bos,5,Ortalis canicollis,1
Muñiz-Bos,5,Coryphospingus cucullatus,1
Muñiz-Bos,5,Cyanocorax chrysops,1
Muñiz-Bos,5,Stigmatura budytoides,1
Muñiz-Bos,5,Patagioenas maculosa,1
Muñiz-Bos,5,Saltator aurantiirostris,1
Muñiz-Bos,5,Troglodytes aedon,1
Muñiz-Bos,5,Tarphonomus certhioides,1
Muñiz-Bos,5,Cyclarhis gujanensis,1
Muñiz-Bos,5,Furnarius rufus,1
Muñiz-Bos,5,Setophaga pitiayumi,1
Muñiz-Bos,5,Myrmorchilus strigilatus,1
Muñiz-Bos,6,Saltator aurantiirostris,1
Muñiz-Bos,6,Rhinocrypta lanceolata,1
Muñiz-Bos,6,Paroaria coronata,1
Muñiz-Bos,6,Setophaga pitiayumi,1
Muñiz-Bos,6,Amazona aestiva,1
Muñiz-Bos,6,Turdus rufiventris,1
Muñiz-Bos,6,Thraupis sayaca,1
Muñiz-Bos,6,Elaenia spectabilis,1
Muñiz-Bos,6,Cyclarhis gujanensis,1
Muñiz-Bos,6,Suiriri suiriri,1
Muñiz-Bos,6,Zonotrichia capensis,1
Muñiz-Bos,6,Cacicus solitarius,1
Muñiz-Bos,7,Pitangus sulphuratus,1
Muñiz-Bos,7,Elaenia spectabilis,1
Muñiz-Bos,7,Ortalis canicollis,1
Muñiz-Bos,7,Turdus amaurochalinus,1
Muñiz-Bos,7,Cyclarhis gujanensis,1
Muñiz-Bos,7,Saltator aurantiirostris,1
Muñiz-Bos,7,Suiriri suiriri,1
Muñiz-Bos,7,Hemitriccus margaritaceiventer,1
Muñiz-Bos,7,Casiornis rufus,1
Muñiz-Bos,7,Myrmorchilus strigilatus,1
Muñiz-Bos,7,Drymornis bridgesii,1
Muñiz-Bos,8,Patagioenas picazuro,1
Muñiz-Bos,8,Turdus amaurochalinus,1
Muñiz-Bos,8,Troglodytes aedon,1
Muñiz-Bos,8,Setophaga pitiayumi,1
Muñiz-Bos,8,Pitangus sulphuratus,1
Muñiz-Bos,8,Cranioleuca pyrrhophia,1
Muñiz-Bos,8,Crypturellus tataupa,1
Muñiz-Bos,8,Furnarius rufus,1
Muñiz-Bos,8,Hemitriccus margaritaceiventer,1
Muñiz-Bos,9,Polioptila dumicola,1
Muñiz-Bos,9,Rhinocrypta lanceolata,1
Muñiz-Bos,9,Synallaxis albescens,1
Muñiz-Bos,9,Xiphocolaptes major,1
Muñiz-Bos,9,Crypturellus tataupa,1
Muñiz-Bos,9,Turdus amaurochalinus,1
Muñiz-Bos,9,Knipolegus striaticeps,1
Muñiz-Bos,9,Stigmatura budytoides,1
Muñiz-Bos,9,Lepidocolaptes angustirostris,1
Muñiz-Bos,9,Ortalis canicollis,1
Muñiz-Bos,9,Drymornis bridgesii,1
muñizpasti,1,Guira guira,1
muñizpasti,1,Nothoprocta cinerascens,1
muñizpasti,1,Ammodramus humeralis,1
muñizpasti,1,Volatinia jacarina,1
muñizpasti,1,Amazona aestiva,1
muñizpasti,1,Patagioenas maculosa,1
muñizpasti,1,Saltatricula multicolor,1
muñizpasti,1,Zonotrichia capensis,1
muñizpasti,1,Saltator aurantiirostris,1
muñizpasti,1,Chlorostilbon lucidus,1
muñizpasti,1,Turdus amaurochalinus,1
muñizpasti,2,Patagioenas maculosa,1
muñizpasti,2,Rhynchospiza strigiceps,1
muñizpasti,2,Anthus lutescens,1
muñizpasti,2,Ortalis canicollis,1
muñizpasti,2,Nothura maculosa,1
muñizpasti,2,Saltator aurantiirostris,1
muñizpasti,2,Pitangus sulphuratus,1
muñizpasti,2,Cathartes aura,1
muñizpasti,2,Nothoprocta cinerascens,1
muñizpasti,2,Saltatricula multicolor,1
muñizpasti,2,Zonotrichia capensis,1
muñizpasti,3,Rhynchospiza strigiceps,1
muñizpasti,3,Ammodramus humeralis,1
muñizpasti,3,Crotophaga ani,1
muñizpasti,3,Poospiza melanoleuca,1
muñizpasti,3,Crypturellus tataupa,1
muñizpasti,3,Zenaida auriculata,1
